Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Prob_Dropout,Prob_Graduate,Prob_Enrolled,Predicted_Status,Future_Prob_Dropout,Future_Prob_Graduate,Future_Prediction
1,1,1,9773,1,1,127.0,1,1,19,7,7,121.8,1,0,0,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,1,3,171,1,1,125.0,1,38,37,4,9,115.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.9162289039246216,0.0527263739428179,0.0310447221325604,Dropout,0.9455843059559336,0.0544156940440663,Dropout
1,17,3,171,1,1,133.0,1,1,37,4,7,126.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,0.8035183205853526,0.089104731126678,0.1073769482879692,Dropout,0.9001765292126647,0.0998234707873353,Dropout
1,17,1,9070,1,1,127.0,1,1,1,3,4,130.2,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,Enrolled,0.1123507510876999,0.0949222288622366,0.7927270200500635,Enrolled,0.5420424365724682,0.4579575634275318,Dropout
1,43,1,9070,1,1,116.0,1,1,1,3,3,120.9,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled,0.9190032018334288,0.0569564149406511,0.0240403832259203,Dropout,0.941640602785478,0.0583593972145219,Dropout
1,39,1,9254,1,1,160.0,1,19,37,7,10,100.0,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled,0.1036001311139906,0.1085517141316713,0.7878481547543379,Enrolled,0.4883300967475747,0.5116699032524253,Graduate
1,17,1,9147,1,1,148.0,1,38,37,5,5,134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0.9190032018334288,0.0569564149406511,0.0240403832259203,Dropout,0.941640602785478,0.0583593972145219,Dropout
1,17,1,9254,1,1,120.0,1,19,19,4,4,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,0.1036001311139906,0.1085517141316713,0.7878481547543379,Enrolled,0.4883300967475747,0.5116699032524253,Graduate
1,1,6,9147,1,1,143.0,1,38,37,9,9,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,0.1123507510876999,0.0949222288622366,0.7927270200500635,Enrolled,0.5420424365724682,0.4579575634275318,Dropout
1,43,2,9119,1,1,115.0,1,38,19,9,6,112.2,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,0.6868484966815694,0.2389943200111031,0.0741571833073273,Dropout,0.7418629645312291,0.2581370354687708,Dropout
1,15,1,9119,1,1,130.0,26,38,3,9,2,137.0,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,0.1123507510876999,0.0949222288622366,0.7927270200500635,Enrolled,0.5420424365724682,0.4579575634275318,Dropout
1,1,1,9085,1,1,135.0,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,2,9853,1,1,133.1,1,19,1,9,3,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,2,9147,1,1,123.0,1,1,38,4,7,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,43,1,9500,1,1,130.0,1,38,38,9,5,100.0,0,0,0,1,0,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,17,1,9238,1,1,154.0,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,17,1,9147,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,1,9853,1,1,146.0,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,1,2,9500,1,1,117.0,1,19,1,4,7,112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,0.0595009736527216,0.0694470529384219,0.8710519734088564,Enrolled,0.4614337669655217,0.5385662330344783,Graduate
1,51,1,9147,1,1,99.0,1,3,1,3,3,99.7,1,0,1,0,0,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,0.923565159246752,0.0613838772870694,0.0150509634661787,Dropout,0.9376781183490588,0.0623218816509412,Dropout
1,1,1,171,1,1,136.0,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.9162289039246216,0.0527263739428179,0.0310447221325604,Dropout,0.9455843059559336,0.0544156940440663,Dropout
1,17,1,9853,1,1,138.0,1,38,38,7,6,124.7,1,0,0,1,0,0,18,0,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
3,39,1,9003,1,1,170.0,1,1,37,6,6,170.0,0,0,1,1,0,0,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,0.8646693547198,0.1166238204475371,0.0187068248326629,Dropout,0.8811529281983954,0.1188470718016046,Dropout
1,39,1,9085,1,1,130.0,1,37,19,9,7,130.0,1,0,0,1,0,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9670,1,1,131.0,1,37,37,9,9,123.0,1,0,0,1,0,1,18,0,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,44,1,9991,0,39,140.0,1,37,19,9,8,140.0,0,0,0,1,0,1,26,0,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled,0.0595009736527216,0.0694470529384219,0.8710519734088564,Enrolled,0.4614337669655217,0.5385662330344783,Graduate
1,43,1,9238,1,1,143.0,1,1,37,5,9,126.6,0,0,1,0,0,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled,0.4552043554508825,0.2704173587059396,0.2743782858431778,Dropout,0.6273301178422331,0.3726698821577667,Dropout
1,1,1,8014,0,1,120.0,1,1,37,7,3,122.8,0,0,0,1,0,0,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,39,1,9500,1,1,120.0,1,1,3,175,121,105.9,0,0,0,1,0,0,35,0,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,39,1,9556,1,40,130.0,1,1,1,4,5,145.0,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,3,9500,1,1,125.0,1,3,1,4,4,119.4,1,0,0,1,0,0,19,0,0,7,10,6,12.471428571428572,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,16,1,171,1,1,145.0,1,3,3,3,3,155.0,1,0,0,1,0,0,24,0,11,17,19,11,12.909090909090908,0,9,13,15,9,13.555555555555555,0,12.4,0.5,1.79,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,3,9070,1,1,125.0,1,19,38,9,9,125.4,1,0,0,1,0,0,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9773,1,1,127.0,1,37,37,9,8,123.2,1,0,0,1,0,0,18,0,0,6,12,1,11.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.7284874696517262,0.1728062505217771,0.0987062798264968,Dropout,0.8082686624194928,0.1917313375805071,Dropout
1,17,3,9070,1,1,116.0,1,37,37,9,9,110.8,0,0,0,1,0,0,18,0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.5,0,7.6,2.6,0.32,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,1,9500,1,1,143.0,1,19,19,5,6,142.3,0,0,0,1,0,1,18,0,0,7,7,7,13.79714285714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79,Enrolled,0.0595009736527216,0.0694470529384219,0.8710519734088564,Enrolled,0.4614337669655217,0.5385662330344783,Graduate
1,17,1,9070,1,1,123.0,1,4,37,2,9,113.9,0,0,0,1,0,0,18,0,0,6,8,6,12.5,0,0,6,6,6,12.333333333333334,0,15.5,2.8,-4.06,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,44,1,9003,1,39,140.0,1,37,37,9,4,140.0,0,0,0,1,0,0,24,0,0,6,10,6,11.428571428571429,0,0,6,12,5,13.0,0,12.4,0.5,1.79,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,1,9670,1,1,119.0,1,1,19,4,10,115.5,1,0,0,1,0,0,19,0,0,6,8,4,11.0,0,0,6,9,4,11.0,0,10.8,1.4,1.74,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,1,9500,1,1,160.0,1,38,38,7,7,147.8,0,0,0,1,0,0,20,0,0,7,11,6,11.757142857142856,0,0,8,12,6,13.083333333333334,0,15.5,2.8,-4.06,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,5,3,9085,1,1,141.0,1,1,19,7,5,128.8,1,0,0,1,0,0,19,0,0,5,9,3,10.333333333333334,1,0,5,8,3,13.0,0,7.6,2.6,0.32,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9853,1,1,132.0,1,2,19,4,4,125.0,1,0,0,1,0,0,18,0,0,6,9,5,12.6,0,0,6,8,5,11.4,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9085,1,1,135.0,1,19,38,9,5,136.8,1,0,0,1,0,0,18,0,0,5,11,5,14.0,3,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9853,1,1,123.0,1,1,38,9,6,121.6,1,0,0,1,0,0,18,0,0,7,12,5,12.0,0,0,7,9,6,12.666666666666666,0,11.1,0.6,2.02,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9085,1,1,129.0,1,1,2,3,1,125.9,1,0,0,1,0,0,19,0,0,5,13,4,12.0,2,0,5,8,3,12.0,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,42,1,9147,1,1,130.0,1,37,38,9,1,130.0,1,0,0,1,0,0,26,0,3,5,5,4,13.0,0,1,5,7,2,12.0,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,43,1,9238,1,1,110.0,1,37,37,9,9,110.0,0,0,0,1,0,0,36,0,10,16,24,13,10.692307692307692,1,9,13,19,9,12.307692307692308,0,15.5,2.8,-4.06,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,2,8014,0,1,96.0,1,3,1,3,9,100.0,0,0,0,1,0,0,20,0,0,6,10,5,12.0,0,0,6,9,4,11.25,0,9.4,-0.8,-3.12,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,39,1,9003,1,1,133.1,1,37,37,3,8,130.0,0,0,1,1,0,1,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Enrolled,0.7806019263925492,0.1687772042004234,0.0506208694070272,Dropout,0.8222235998646749,0.1777764001353252,Dropout
1,17,4,9147,1,1,112.0,1,19,38,9,10,112.0,1,0,0,1,0,0,20,0,0,5,10,3,10.333333333333334,0,0,5,9,4,11.0,2,16.2,0.3,-0.92,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,4,9500,1,1,136.0,1,1,1,9,1,133.0,1,0,0,1,0,0,19,0,0,7,8,5,13.98,0,0,7,8,5,13.98,0,7.6,2.6,0.32,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,1,9085,1,1,134.0,1,19,37,2,7,131.2,0,0,0,1,0,0,19,0,0,5,8,1,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
4,39,1,9991,0,1,130.0,1,38,19,9,7,148.0,0,0,0,1,0,1,31,0,0,5,11,4,11.25,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0.0595009736527216,0.0694470529384219,0.8710519734088564,Enrolled,0.4614337669655217,0.5385662330344783,Graduate
2,51,1,8014,0,19,133.1,1,37,37,9,9,104.0,0,0,1,1,0,0,42,0,5,11,14,10,11.9,0,5,11,14,10,12.8,0,11.1,0.6,2.02,Enrolled,0.1349155821552316,0.1618870341827832,0.703197383661985,Enrolled,0.4545633182747367,0.5454366817252632,Graduate
1,17,1,9853,1,1,125.0,1,3,3,3,3,116.6,1,0,0,0,0,1,18,0,0,7,7,7,12.285714285714286,0,0,7,8,6,13.333333333333334,0,8.9,1.4,3.51,Enrolled,0.252069886311873,0.2121128334501374,0.5358172802379895,Enrolled,0.5430402201122673,0.4569597798877328,Dropout
1,44,1,9085,1,39,140.0,1,37,38,5,6,140.0,1,0,0,1,0,0,21,0,2,6,16,5,12.666666666666666,0,1,6,15,2,13.5,0,16.2,0.3,-0.92,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,43,1,9500,1,1,170.0,1,19,37,8,8,100.0,0,0,0,1,0,0,20,0,0,7,8,6,13.25,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,1,9238,1,1,135.0,1,38,38,5,7,121.0,0,0,0,1,0,0,19,0,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,7.6,2.6,0.32,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,17,1,9853,1,1,134.0,1,1,19,4,5,122.5,1,0,0,1,0,0,22,0,0,6,10,5,13.166666666666666,0,0,6,8,5,12.4,0,15.5,2.8,-4.06,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,44,1,9085,1,39,140.0,1,4,38,4,5,140.0,1,0,0,1,0,0,21,0,0,6,11,4,12.75,0,0,6,19,1,11.0,0,12.4,0.5,1.79,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,39,1,9500,1,1,150.0,1,1,19,5,3,140.0,0,1,0,1,0,0,26,0,0,7,11,5,11.2,0,0,8,13,5,12.14,0,16.2,0.3,-0.92,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,17,4,9070,1,1,125.0,1,1,3,3,3,128.9,0,0,0,1,0,1,18,0,0,6,9,5,11.6,0,0,6,8,4,11.2,0,8.9,1.4,3.51,Enrolled,0.0595009736527216,0.0694470529384219,0.8710519734088564,Enrolled,0.4614337669655217,0.5385662330344783,Graduate
1,17,1,9254,1,1,136.0,1,37,37,7,7,121.7,1,0,0,1,0,0,20,0,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,10.8,1.4,1.74,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9773,1,1,120.0,1,38,37,9,9,114.8,1,1,0,1,0,0,19,0,0,6,11,4,12.25,0,0,6,11,3,11.0,0,7.6,2.6,0.32,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,1,1,9254,1,1,128.0,1,19,38,9,9,127.0,0,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,4,12.75,0,12.4,0.5,1.79,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,17,1,9147,1,1,116.0,1,38,2,9,2,112.2,1,0,0,1,0,0,20,0,0,5,8,3,11.333333333333334,0,0,5,12,2,10.666666666666666,0,10.8,1.4,1.74,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,1,9254,1,1,122.0,1,19,19,5,5,118.2,0,0,0,1,0,1,20,0,0,6,10,4,11.25,0,0,6,6,6,10.5,0,12.4,0.5,1.79,Enrolled,0.0595009736527216,0.0694470529384219,0.8710519734088564,Enrolled,0.4614337669655217,0.5385662330344783,Graduate
1,43,1,9556,1,1,147.0,1,3,4,3,2,100.0,0,0,0,1,0,0,18,0,0,2,2,0,0.0,0,0,4,4,1,16.0,0,10.8,1.4,1.74,Enrolled,0.3284966558595178,0.2429981202031476,0.4285052239373345,Enrolled,0.5748025522170259,0.4251974477829741,Dropout
1,43,1,9130,1,1,127.0,1,19,38,4,5,120.7,1,0,1,1,0,0,18,0,0,5,11,1,12.0,0,0,5,9,3,12.0,0,12.7,3.7,-1.7,Enrolled,0.1527284093961802,0.1509498369353017,0.696321753668518,Enrolled,0.5029283830540451,0.4970716169459548,Dropout
1,1,3,9254,1,1,122.0,1,19,38,3,10,114.3,1,0,0,1,0,1,20,0,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,1,3,9147,1,1,131.0,1,19,38,9,7,132.4,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,1,9238,1,1,148.0,1,1,1,4,9,129.8,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,1,9853,1,1,133.0,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled,0.0965139807376401,0.0933016496607775,0.8101843696015822,Enrolled,0.5084617137959608,0.4915382862040392,Dropout
1,17,1,9238,1,1,128.0,1,38,19,191,175,118.6,1,0,0,1,0,1,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Enrolled,0.0606507272841686,0.0660860119671368,0.8732632607486946,Enrolled,0.4785567913650095,0.5214432086349904,Graduate
1,44,1,9085,1,39,140.0,1,38,38,9,7,140.0,0,0,0,1,0,0,20,0,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled,0.0894640007030167,0.1066386393068106,0.8038973599901726,Enrolled,0.4562100780414451,0.5437899219585549,Graduate
1,1,1,9085,1,1,101.0,1,37,37,9,4,101.0,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled,0.1527284093961802,0.1509498369353017,0.696321753668518,Enrolled,0.5029283830540451,0.4970716169459548,Dropout
